DateTime,PM2.5 (ug/m3),CO (ppm),NO2 (ppb),O3 (ppb),SO2 (ppb),Amb Temp (C),Rel Hum (%),WS (m/s)
01/01/2015 00:00,19,0.3173,12,39,1,15,67,3.2
02/01/2015 00:00,15,0.4357,19,37,0,17,63,1.8
03/01/2015 00:00,15,0.3726,17,38,3,17,63,3.4
04/01/2015 00:00,12,0.35,20,40,10,20,47,2.2
05/01/2015 00:00,17,0.4418,19,45,1,20,47,2.6
06/01/2015 00:00,32,0.5402,23,42,2,20,53,2.5
07/01/2015 00:00,30,0.5873,21,36,2,17,63,3.2
08/01/2015 00:00,29,0.5731,18,50,1,17,63,2
09/01/2015 00:00,38,0.5594,22,33,5,20,57,2.6
10/01/2015 00:00,20,0.5027,26,37,11,19,58,2.2
11/01/2015 00:00,25,0.49,25,36,10,18,53,2.4
12/01/2015 00:00,15,0.4873,27,23,25,19,44,2.5
13/01/2015 00:00,10,0.6765,26,34,3,19,52,2.5
14/01/2015 00:00,33,0.6623,30,18,12,16,71,3.1
15/01/2015 00:00,33,0.883,33,29,8,15,73,2.2
16/01/2015 00:00,29,0.66,24,56,1,17,65,2.5
17/01/2015 00:00,14,0.3211,16,45,5,18,46,2.7
18/01/2015 00:00,22,0.375,14,40,2,16,65,3.5
19/01/2015 00:00,28,0.5618,25,41,5,16,61,2.6
20/01/2015 00:00,21,0.4766,21,40,2,16,58,3
21/01/2015 00:00,16,0.6452,29,31,1,16,57,2.7
22/01/2015 00:00,22,0.6755,33,40,8,17,54,2.5
23/01/2015 00:00,19,0.5727,31,38,7,19,50,2.4
24/01/2015 00:00,25,0.5178,23,46,3,19,55,2.8
25/01/2015 00:00,17,0.3706,18,45,1,17,55,3.2
26/01/2015 00:00,18,0.4874,20,50,1,18,58,2.7
27/01/2015 00:00,28,0.5756,27,46,1,18,63,2
28/01/2015 00:00,14,0.8135,32,25,1,13,79,2.4
29/01/2015 00:00,21,0.4856,21,42,1,16,65,3
30/01/2015 00:00,28,0.7222,36,38,3,17,63,2.1
31/01/2015 00:00,22,0.4692,21,39,0,15,71,2.7
01/02/2015 00:00,12,0.4443,23,51,1,17,56,2.4
02/02/2015 00:00,12,0.4316,17,49,0,17,56,3.6
03/02/2015 00:00,5,0.6124,24,44,2,17,37,2.7
04/02/2015 00:00,4,0.2868,14,67,1,26,30,4.4
05/02/2015 00:00,0,0.4418,28,59,1,22,28,2.8
06/02/2015 00:00,6,0.9465,40,41,3,18,31,2.9
07/02/2015 00:00,6,0.5644,30,38,0,18,48,2.9
08/02/2015 00:00,3,0.5137,21,46,0,19,48,2.5
09/02/2015 00:00,11,0.6243,25,44,1,21,49,2.7
10/02/2015 00:00,21,0.62,27,51,2,21,45,2.4
11/02/2015 00:00,16,0.7163,32,57,3,22,41,1.9
12/02/2015 00:00,22,0.7089,32,43,2,18,57,2.7
13/02/2015 00:00,19,0.6568,28,37,2,20,52,3.6
14/02/2015 00:00,11,0.4274,20,45,1,18,50,3.9
15/02/2015 00:00,23,0.3147,25,29,6,17,45,2.1
16/02/2015 00:00,18,0.5032,23,26,1,16,59,3.3
17/02/2015 00:00,11,0.5053,22,31,2,15,66,3.3
18/02/2015 00:00,15,0.4805,24,30,3,17,55,2.7
19/02/2015 00:00,14,0.5444,31,29,2,19,40,1.5
20/02/2015 00:00,22,0.5995,34,31,4,20,43,3.1
21/02/2015 00:00,13,0.6569,26,23,3,15,64,3
22/02/2015 00:00,8,0.3664,28,29,6,17,51,2.2
23/02/2015 00:00,17,0.545,28,21,5,16,63,2.9
24/02/2015 00:00,18,0.4452,27,39,4,17,50,2.2
25/02/2015 00:00,11,0.5928,28,36,2,15,61,3.1
26/02/2015 00:00,14,0.4846,25,33,3,17,55,2.8
27/02/2015 00:00,14,0.7937,31,35,2,15,64,2.7
28/02/2015 00:00,17,0.4578,29,36,4,13,75,2.7
01/03/2015 00:00,22,0.5205,31,40,8,14,66,2.4
02/03/2015 00:00,14,0.2084,20,29,6,14,63,4.1
03/03/2015 00:00,13,0.3931,34,25,12,14,52,2.3
04/03/2015 00:00,17,0.5063,31,43,5,16,40,2
05/03/2015 00:00,21,0.6191,30,44,5,18,41,2.1
06/03/2015 00:00,30,0.6631,38,33,7,16,62,2.9
07/03/2015 00:00,20,0.444,25,39,6,15,65,2.4
08/03/2015 00:00,17,0.3175,23,43,5,16,58,2.3
09/03/2015 00:00,16,0.3643,33,34,11,16,47,3.2
10/03/2015 00:00,12,0.4335,29,39,4,17,44,2.5
11/03/2015 00:00,18,0.5325,43,36,9,17,44,2.6
12/03/2015 00:00,16,0.5122,29,30,2,15,65,2.6
13/03/2015 00:00,22,0.6085,38,34,5,17,54,2.6
14/03/2015 00:00,24,0.3068,27,33,5,15,62,3.6
15/03/2015 00:00,----,----,----,----,----,----,----,----
16/03/2015 00:00,14,0.5872,26,48,2,20,42,2.6
17/03/2015 00:00,17,0.5856,32,46,4,18,43,2.4
18/03/2015 00:00,19,0.3961,18,46,2,18,62,4.6
19/03/2015 00:00,21,0.5627,28,43,2,19,62,2.5
20/03/2015 00:00,16,0.938,37,38,6,20,52,2.3
21/03/2015 00:00,----,----,----,----,----,----,----,----
22/03/2015 00:00,7,0.9469,42,29,4,16,75,2.1
23/03/2015 00:00,23,0.6766,29,33,7,19,63,3.5
24/03/2015 00:00,21,0.5784,25,37,3,19,59,2.9
25/03/2015 00:00,20,0.4547,24,50,2,18,67,1.7
26/03/2015 00:00,15,0.6593,31,40,2,18,67,2.9
27/03/2015 00:00,23,1.0244,39,36,3,19,59,1.8
28/03/2015 00:00,25,0.542,28,48,2,18,62,2.6
29/03/2015 00:00,18,0.3606,25,45,3,19,50,2
30/03/2015 00:00,20,0.4888,35,35,3,17,64,2.2
31/03/2015 00:00,34,0.5479,35,36,3,19,61,2.3
01/04/2015 00:00,28,0.3672,27,45,4,19,55,2.3
02/04/2015 00:00,21,0.6364,39,40,7,21,45,2.2
03/04/2015 00:00,21,0.478,29,55,3,20,49,2.4
04/04/2015 00:00,24,0.4418,22,49,3,17,64,2.4
05/04/2015 00:00,13,0.275,14,49,2,17,57,2.9
06/04/2015 00:00,20,0.5068,28,38,6,18,43,2.5
07/04/2015 00:00,14,0.5569,24,31,2,16,67,3.4
08/04/2015 00:00,16,0.7951,31,34,3,16,65,2.1
09/04/2015 00:00,21,0.6116,32,36,4,16,62,2.2
10/04/2015 00:00,23,0.6956,38,21,7,15,59,2
11/04/2015 00:00,20,0.4773,28,37,2,16,56,2.6
12/04/2015 00:00,20,0.5746,33,27,5,16,58,1.6
13/04/2015 00:00,22,0.6615,46,7,15,18,42,1.8
14/04/2015 00:00,27,1.1135,52,----,9,15,42,1.6
15/04/2015 00:00,11,0.7911,41,----,2,18,18,2.9
16/04/2015 00:00,8,0.6143,34,----,2,17,28,3.3
17/04/2015 00:00,9,0.6371,36,----,4,14,49,1.7
18/04/2015 00:00,13,0.464,23,----,2,14,71,3.2
19/04/2015 00:00,7,0.4069,20,----,2,14,71,3.3
20/04/2015 00:00,14,0.6925,29,----,2,16,60,2.3
21/04/2015 00:00,14,0.8685,36,----,3,18,44,2.1
22/04/2015 00:00,20,0.4079,24,----,2,16,63,3.8
23/04/2015 00:00,17,0.4066,28,----,4,17,58,3.2
24/04/2015 00:00,23,0.6953,34,----,4,14,69,3.1
25/04/2015 00:00,14,0.6138,31,----,2,17,49,1.9
26/04/2015 00:00,30,0.5162,35,----,3,18,38,1.9
27/04/2015 00:00,13,0.5732,35,----,3,18,35,2
28/04/2015 00:00,12,0.7714,38,----,3,19,31,2.2
29/04/2015 00:00,17,0.8219,44,----,3,20,30,3
30/04/2015 00:00,15,0.3885,34,----,2,17,23,2.9
01/05/2015 00:00,17,0.467,44,8,8,15,20,1.5
02/05/2015 00:00,10,0.5147,43,7,4,16,22,2
03/05/2015 00:00,15,0.5668,50,8,5,18,13,1.9
04/05/2015 00:00,20,1.2338,49,8,4,19,16,1.9
05/05/2015 00:00,28,0.9477,44,10,4,19,22,2.5
06/05/2015 00:00,27,0.9079,33,10,3,19,22,2.1
07/05/2015 00:00,23,0.6705,33,10,4,15,45,3
08/05/2015 00:00,16,0.6953,22,11,2,13,71,3.4
09/05/2015 00:00,24,0.9109,30,12,3,16,50,1.6
10/05/2015 00:00,21,0.6068,28,12,3,15,48,2.3
11/05/2015 00:00,17,0.6967,32,10,5,15,51,2.2
12/05/2015 00:00,15,0.4976,23,14,4,16,48,3.7
13/05/2015 00:00,12,0.5748,29,12,3,17,32,3.1
14/05/2015 00:00,19,0.7971,41,10,3,17,15,1.7
15/05/2015 00:00,23,0.7293,43,8,6,20,16,2.7
16/05/2015 00:00,26,0.6187,40,9,5,20,21,2.3
17/05/2015 00:00,20,0.4769,31,14,3,19,28,2.6
18/05/2015 00:00,30,0.5246,35,14,3,17,50,2.7
19/05/2015 00:00,39,----,45,14,5,18,36,2
20/05/2015 00:00,36,----,45,9,7,15,39,1.4
21/05/2015 00:00,----,----,41,25,5,20,27,1.9
22/05/2015 00:00,----,0.5527,42,11,15,16,39,2.8
23/05/2015 00:00,44,0.6006,31,10,4,14,59,2.5
24/05/2015 00:00,42,0.5967,32,11,5,15,49,1.5
25/05/2015 00:00,21,0.8385,24,9,4,15,41,1.9
26/05/2015 00:00,24,1.0308,29,8,6,18,30,1.5
27/05/2015 00:00,19,0.9771,27,7,7,18,25,1.5
28/05/2015 00:00,28,0.7508,36,10,4,17,20,2.3
29/05/2015 00:00,28,0.7835,32,10,3,17,24,1.5
30/05/2015 00:00,32,0.839,35,10,4,17,21,1.4
31/05/2015 00:00,33,0.6852,38,12,6,17,22,2
01/06/2015 00:00,33,0.5958,30,14,5,16,38,3
02/06/2015 00:00,23,0.4106,13,14,3,14,56,5.4
03/06/2015 00:00,26,0.5345,14,10,2,12,68,4.4
04/06/2015 00:00,12,0.2063,6,11,4,7,62,4
05/06/2015 00:00,17,0.3155,21,6,9,7,46,2.8
06/06/2015 00:00,26,0.4988,34,8,6,8,41,2.7
07/06/2015 00:00,25,0.4447,31,9,5,9,44,2.6
08/06/2015 00:00,16,0.4623,30,9,6,11,35,2
09/06/2015 00:00,33,0.829,47,6,9,13,27,1.8
10/06/2015 00:00,32,0.4893,37,13,8,11,42,3.5
11/06/2015 00:00,30,0.4148,30,12,4,9,61,3.3
12/06/2015 00:00,22,0.478,32,9,6,10,57,1.9
13/06/2015 00:00,38,0.5959,43,9,18,11,45,1.9
14/06/2015 00:00,34,0.5343,39,11,8,11,41,1.5
15/06/2015 00:00,28,0.6302,36,10,7,12,36,1.7
16/06/2015 00:00,27,0.6744,39,11,5,13,29,3
17/06/2015 00:00,14,0.2623,22,11,3,7,45,3.9
18/06/2015 00:00,17,0.7708,38,6,12,8,39,2.2
19/06/2015 00:00,45,0.8356,51,8,11,12,28,1.4
20/06/2015 00:00,53,0.6277,50,10,11,11,46,2.1
21/06/2015 00:00,41,0.5134,41,11,8,11,49,1.7
22/06/2015 00:00,61,1.1677,46,10,9,11,45,1.3
23/06/2015 00:00,41,0.8457,41,10,7,12,37,1.5
24/06/2015 00:00,34,0.8691,37,9,6,12,33,2.2
25/06/2015 00:00,22,0.8357,35,8,5,13,27,2.3
26/06/2015 00:00,42,0.6273,40,11,6,12,43,3.9
27/06/2015 00:00,30,0.3979,24,16,2,9,67,5.8
28/06/2015 00:00,38,0.6189,30,13,3,12,69,2.8
29/06/2015 00:00,26,0.7513,31,9,3,6,81,1.1
30/06/2015 00:00,26,0.6682,43,10,6,----,----,----
01/07/2015 00:00,37,0.8466,36,8,4,13,55,2.1
02/07/2015 00:00,38,1.0944,41,9,6,13,46,1.4
03/07/2015 00:00,41,0.8395,46,12,6,14,43,1.4
04/07/2015 00:00,53,0.7682,49,14,6,13,45,1.4
05/07/2015 00:00,46,0.8615,48,12,5,13,40,1.1
06/07/2015 00:00,45,1.0487,50,8,13,14,32,1.7
07/07/2015 00:00,34,0.4002,38,12,9,11,57,3.5
08/07/2015 00:00,33,0.6879,35,11,4,12,54,2
09/07/2015 00:00,31,0.5974,38,11,4,13,44,1.5
10/07/2015 00:00,42,0.5699,44,12,7,13,49,2.7
11/07/2015 00:00,27,0.3195,26,16,3,12,52,3.4
12/07/2015 00:00,22,0.3373,28,14,6,14,44,3.4
13/07/2015 00:00,----,0.2702,21,15,4,13,37,3.2
14/07/2015 00:00,20,0.3462,20,22,2,15,50,6.4
15/07/2015 00:00,22,0.3186,24,16,2,13,60,5.2
16/07/2015 00:00,21,0.3613,28,15,3,14,45,4.9
17/07/2015 00:00,19,0.3296,23,12,3,6,36,2.8
18/07/2015 00:00,18,0.7002,37,9,5,10,23,1.6
19/07/2015 00:00,29,0.5761,47,11,10,13,15,2.3
20/07/2015 00:00,37,0.7898,45,16,4,15,35,2.8
21/07/2015 00:00,22,0.7501,39,13,3,15,38,2.8
22/07/2015 00:00,19,0.4806,25,15,3,13,45,4.6
23/07/2015 00:00,16,0.5441,27,12,2,11,59,4
24/07/2015 00:00,23,0.6507,29,11,2,12,71,3.7
25/07/2015 00:00,17,0.4077,22,11,2,7,61,2.8
26/07/2015 00:00,13,0.3638,21,10,5,7,57,2.4
27/07/2015 00:00,17,0.7094,36,8,7,10,42,2.3
28/07/2015 00:00,20,0.8266,36,10,7,11,37,2.2
29/07/2015 00:00,19,0.6044,33,13,6,13,36,3.7
30/07/2015 00:00,23,0.6026,31,31,4,12,27,2.1
31/07/2015 00:00,14,0.4132,27,29,2,6,33,3.4
01/08/2015 00:00,19,0.4445,41,31,10,8,21,1.4
02/08/2015 00:00,24,0.5632,51,26,6,11,18,1.8
03/08/2015 00:00,25,0.8348,49,36,7,13,24,2
04/08/2015 00:00,28,0.812,45,60,5,14,24,2.4
05/08/2015 00:00,16,0.3751,34,38,5,13,18,2.3
06/08/2015 00:00,26,0.6007,49,25,11,13,20,2.5
07/08/2015 00:00,27,0.803,44,37,6,14,26,1.9
08/08/2015 00:00,42,1.103,55,29,10,15,17,1.2
09/08/2015 00:00,24,0.5335,45,37,4,15,14,1.9
10/08/2015 00:00,24,0.4789,45,46,4,15,13,2.2
11/08/2015 00:00,27,0.3975,37,33,2,12,55,3.2
12/08/2015 00:00,27,0.4799,38,25,4,13,45,2.8
13/08/2015 00:00,26,0.4714,33,46,3,15,35,4.5
14/08/2015 00:00,24,0.6922,45,49,4,16,14,1.8
15/08/2015 00:00,32,0.5315,37,35,3,17,32,3.8
16/08/2015 00:00,33,0.5532,47,40,5,18,21,2.2
17/08/2015 00:00,37,0.6625,55,42,6,18,25,2.2
18/08/2015 00:00,37,0.7111,53,59,8,18,24,2.2
19/08/2015 00:00,26,0.7201,45,39,5,19,20,2.3
20/08/2015 00:00,31,0.4503,34,37,4,18,34,4.4
21/08/2015 00:00,32,0.6157,41,37,3,18,48,3.5
22/08/2015 00:00,33,0.8068,41,38,4,19,37,1.9
23/08/2015 00:00,29,0.3628,25,37,2,18,48,3.7
24/08/2015 00:00,32,0.5558,43,30,8,18,45,3.2
25/08/2015 00:00,32,0.6788,47,37,4,19,31,2.1
26/08/2015 00:00,37,0.9243,51,57,6,20,25,1.8
27/08/2015 00:00,39,0.6331,49,38,7,19,34,1.9
28/08/2015 00:00,42,0.804,53,30,8,20,31,2.2
29/08/2015 00:00,41,0.6597,44,35,7,22,27,2.2
30/08/2015 00:00,39,0.4239,30,35,5,21,31,3.2
31/08/2015 00:00,29,0.3697,26,30,2,21,30,3.7
01/09/2015 00:00,29,0.5984,24,38,3,18,33,3.4
02/09/2015 00:00,10,0.2161,19,27,7,14,25,2.4
03/09/2015 00:00,35,0.287,24,17,11,12,47,4
04/09/2015 00:00,17,0.3232,23,8,10,8,73,5.3
05/09/2015 00:00,----,0.454,23,12,5,9,75,2.8
06/09/2015 00:00,19,0.6323,22,29,2,10,68,2.1
07/09/2015 00:00,24,0.5882,26,36,4,14,54,2.3
08/09/2015 00:00,22,0.4919,26,38,6,17,43,3.4
09/09/2015 00:00,22,0.5525,28,30,3,19,43,3.3
10/09/2015 00:00,26,0.7617,30,34,3,21,37,3.2
11/09/2015 00:00,17,0.3849,25,27,7,21,23,2.5
12/09/2015 00:00,23,0.5016,23,26,6,16,58,3.2
13/09/2015 00:00,23,0.4049,23,23,9,16,52,2.7
14/09/2015 00:00,18,0.5095,24,23,7,16,49,3
15/09/2015 00:00,19,0.5718,25,34,7,16,42,2.5
16/09/2015 00:00,21,0.7162,32,48,5,20,21,2.3
17/09/2015 00:00,13,0.4699,28,41,3,21,15,3.5
18/09/2015 00:00,21,0.8069,33,34,5,20,20,2.8
19/09/2015 00:00,26,0.4211,18,23,3,17,60,4.6
20/09/2015 00:00,21,0.4338,15,32,2,14,71,4.6
21/09/2015 00:00,23,0.5592,18,32,2,16,65,4.3
22/09/2015 00:00,20,0.6356,28,43,3,18,50,3.2
23/09/2015 00:00,28,0.8088,37,35,4,21,34,3.1
24/09/2015 00:00,25,0.4665,25,39,2,23,35,2.8
25/09/2015 00:00,28,0.7253,37,36,3,22,40,2.7
26/09/2015 00:00,20,0.3695,24,39,4,23,27,2.9
27/09/2015 00:00,16,0.3473,21,35,2,21,30,3.4
28/09/2015 00:00,20,0.5071,28,36,5,22,24,3.4
29/09/2015 00:00,27,0.6124,34,33,4,25,16,3
30/09/2015 00:00,32,0.4727,24,43,2,24,23,4.5
01/10/2015 00:00,22,0.4535,23,45,3,20,21,3.6
02/10/2015 00:00,27,0.775,42,29,7,19,24,2.4
03/10/2015 00:00,22,0.7169,29,30,2,21,37,3.1
04/10/2015 00:00,26,0.7095,27,31,2,24,33,3.3
05/10/2015 00:00,23,0.4259,22,40,2,24,27,3.3
06/10/2015 00:00,20,0.521,31,31,3,25,19,3
07/10/2015 00:00,23,0.5949,23,32,3,25,25,2.7
08/10/2015 00:00,23,0.5413,33,39,2,26,20,2.5
09/10/2015 00:00,32,0.6568,33,39,4,25,21,3
10/10/2015 00:00,44,0.4494,23,48,3,24,29,4.6
11/10/2015 00:00,30,0.4828,32,39,5,25,16,2.8
12/10/2015 00:00,39,0.4125,21,42,2,23,36,5
13/10/2015 00:00,28,0.4868,29,40,3,24,28,4.4
14/10/2015 00:00,39,0.492,27,43,2,21,36,4.3
15/10/2015 00:00,24,0.5142,25,42,1,19,54,3.9
16/10/2015 00:00,27,0.2958,26,29,6,18,44,3.2
17/10/2015 00:00,27,----,18,23,3,17,62,3.6
18/10/2015 00:00,22,----,14,37,2,20,47,3
19/10/2015 00:00,29,----,27,38,8,23,34,2.3
20/10/2015 00:00,23,----,26,34,10,21,39,2.5
21/10/2015 00:00,25,----,32,30,8,20,40,2.4
22/10/2015 00:00,37,----,25,24,10,20,46,3.9
23/10/2015 00:00,20,----,22,29,2,21,45,3.9
24/10/2015 00:00,14,----,13,33,2,21,40,4
25/10/2015 00:00,16,----,20,40,3,22,42,2.4
26/10/2015 00:00,18,----,24,32,5,22,42,3.2
27/10/2015 00:00,28,----,22,21,12,20,50,3.5
28/10/2015 00:00,23,----,24,27,12,20,42,2.6
29/10/2015 00:00,18,0.5667,32,20,20,20,30,2.8
30/10/2015 00:00,20,0.6625,27,27,5,22,34,3.1
31/10/2015 00:00,----,----,----,----,----,----,----,----
01/11/2015 00:00,20,0.4819,35,55,3,27,13,4.5
02/11/2015 00:00,13,0.211,11,30,1,16,25,4.5
03/11/2015 00:00,12,0.2278,20,21,8,14,26,3.4
04/11/2015 00:00,18,0.2675,27,12,17,15,35,3.9
05/11/2015 00:00,18,0.3423,26,24,4,17,26,3
06/11/2015 00:00,11,0.4352,28,26,2,19,20,3
07/11/2015 00:00,15,0.4263,28,40,5,23,15,2.9
08/11/2015 00:00,12,0.5024,26,33,3,25,22,2.6
09/11/2015 00:00,17,0.6079,29,30,3,27,14,3
10/11/2015 00:00,19,0.6339,32,33,4,27,14,2.8
11/11/2015 00:00,24,0.4925,27,44,3,28,17,3.9
12/11/2015 00:00,28,0.47,33,40,3,27,18,2.8
13/11/2015 00:00,28,0.4679,21,39,2,25,27,4.1
14/11/2015 00:00,38,----,20,37,1,23,34,4.1
15/11/2015 00:00,52,----,13,45,1,22,25,4.5
16/11/2015 00:00,27,----,19,19,5,17,61,5.3
17/11/2015 00:00,13,----,15,39,0,17,66,4.6
18/11/2015 00:00,----,----,21,49,0,18,60,2.9
19/11/2015 00:00,----,----,----,----,----,----,----,----
20/11/2015 00:00,----,----,----,----,----,----,----,----
21/11/2015 00:00,----,----,----,----,----,----,----,----
22/11/2015 00:00,----,----,----,----,----,----,----,----
23/11/2015 00:00,----,----,----,----,----,----,----,----
24/11/2015 00:00,----,----,----,----,----,----,----,----
25/11/2015 00:00,----,----,----,----,----,----,----,----
26/11/2015 00:00,----,----,----,----,----,----,----,----
27/11/2015 00:00,----,----,----,----,----,----,----,----
28/11/2015 00:00,----,----,----,----,----,----,----,----
29/11/2015 00:00,----,----,----,----,----,----,----,----
30/11/2015 00:00,----,----,----,----,----,----,----,----
01/12/2015 00:00,22,0.4892,31,51,3,26,33,0.5
02/12/2015 00:00,23,0.327,20,59,3,24,41,0.4
03/12/2015 00:00,30,0.6197,30,30,2,19,64,0.5
04/12/2015 00:00,16,0.7798,26,43,2,21,53,0.4
05/12/2015 00:00,21,0.5954,26,49,3,25,37,0.5
06/12/2015 00:00,21,0.4616,28,52,4,26,29,0.7
07/12/2015 00:00,17,0.4217,26,48,3,26,36,0.8
08/12/2015 00:00,15,0.386,20,46,3,23,46,0.9
09/12/2015 00:00,14,0.6317,29,57,2,24,35,0.4
10/12/2015 00:00,18,0.6641,34,60,4,27,34,0.5
11/12/2015 00:00,22,0.5374,24,52,3,25,47,0.7
12/12/2015 00:00,13,0.5199,27,56,3,22,54,0.6
13/12/2015 00:00,11,0.2924,23,66,2,24,36,0.6
14/12/2015 00:00,14,0.2879,23,42,2,22,47,0.9
15/12/2015 00:00,16,0.3942,23,34,4,20,58,0.8
16/12/2015 00:00,22,0.2699,22,41,3,22,56,0.7
17/12/2015 00:00,17,0.5347,25,40,3,22,52,0.7
18/12/2015 00:00,15,0.4575,24,46,2,24,46,0.7
19/12/2015 00:00,15,0.3549,24,55,2,24,39,0.7
20/12/2015 00:00,19,0.3276,28,49,10,25,37,0.5
21/12/2015 00:00,14,0.4023,26,43,3,22,50,0.8
22/12/2015 00:00,14,0.5605,30,54,2,26,35,0.6
23/12/2015 00:00,16,0.402,20,40,2,25,48,1
24/12/2015 00:00,19,0.4003,22,53,3,27,41,0.7
25/12/2015 00:00,15,0.2926,23,52,3,23,42,0.6
26/12/2015 00:00,12,0.237,16,49,2,22,50,0.8
27/12/2015 00:00,14,0.3691,20,42,2,20,60,0.6
28/12/2015 00:00,13,0.3668,21,48,2,23,48,0.4
29/12/2015 00:00,15,0.1648,21,41,7,24,40,0.6
30/12/2015 00:00,14,0.3158,29,18,21,24,36,0.7
31/12/2015 00:00,18,0.4461,30,40,6,25,31,0.4
01/01/2016 00:00,21,0.3603,17,44,3,25,36,3.4
02/01/2016 00:00,18,0.362,14,43,6,23,55,3.3
